OTU	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
Rhizobium	0.002815834	0.0	0.0	0.0	0.0	0.0	0.000283262	0.0	0.0	0.0	1.32e-05	5.63e-06	0.0	0.0	0.0	0.0	0.00028580900000000004	0.0	0.0	0.0	0.0	0.0	1.5e-05	0.0	0.0	0.0	0.0	4.19e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000164803	0.0	0.0	0.0	4.58e-05	5.09e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingomonas	0.000920561	0.0	1.8100000000000006e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9e-06	7.32e-05	0.0	0.0	0.0	0.0	0.000109926	0.00012316	0.0	0.0	0.0	0.0	3.01e-05	1.8e-05	0.0	0.0	9.17e-05	0.0	0.0	0.0	0.0	0.0	1.16e-05	3.66e-06	1.67e-05	0.0	0.000253915	0.0	7.759999999999999e-05	0.0	1.63e-05	0.0	0.0	0.0	0.0	0.000137426	0.0	0.0	1.11e-05	0.0	0.0	0.0	0.0	1.25e-05	0.0	0.0	0.0	0.0	0.0	2.54e-05	0.0	0.0	0.0	2.85e-06	2.67e-05
Oligella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055823140000000005	0.001482865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001154734	0.0	5.76e-05	0.0	0.0	7.33e-06	0.0	0.004052802	0.0	0.000680995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001539431	0.0	5.18e-06	0.0	0.0	0.0	0.0	0.001004871	2.22e-06
Sutterella	0.0	0.0	0.0	0.0	0.0	0.000396791	0.0	0.0	0.000980159	0.000200187	0.0	0.0	0.0	1.6800000000000002e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000573836	0.0	0.0	3.67e-05	0.0	0.0	0.001989972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037471	0.0	0.000296209	0.0	0.0	1.83e-05	0.0	0.0008233219999999999	9.16e-05	0.0	0.0	3.71e-05	0.0	0.0	0.0	0.0	0.0	0.0007702039999999999	0.0	0.0	0.0	0.0	0.0006930889999999999	0.0	0.000251525	0.0	0.0	4.44e-06
Delftia	0.000433205	0.0	3.02e-06	6.13e-05	0.0	0.0	0.0	4.66e-05	0.0	0.0	3.63e-05	3.94e-05	4.81e-05	0.0	0.0	0.0	8.79e-05	6.159999999999999e-05	0.0	0.0	0.0	0.0	0.0	1.8e-05	9.09e-05	9.19e-06	9.17e-05	1.26e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000129261	0.0	0.0	0.0	0.0	0.0	0.0	0.000137426	0.0	0.0	0.0	3.83e-05	0.0	5.69e-05	4.49e-06	1.25e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.75e-05	0.0	0.0
Unknown genus (family Oxalobacteraceae)	0.0	0.0	0.0	0.0	7.21e-06	0.0	0.0	0.0	5.36e-05	0.0	0.0	0.0	0.0	0.0	0.000149002	5.6299999999999986e-05	0.0	0.0	0.001753924	0.0	0.0	0.0	4.51e-05	0.0	0.0	0.000101088	0.0	0.0	0.0	9.43e-06	0.0	0.0	0.0	0.0	0.0	3.74e-06	0.0	0.0	0.0	0.0	1.63e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71e-06	1.77e-05	0.0	8.540000000000003e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.25e-05	0.0	0.0	3.11e-06	0.0	3.4200000000000005e-05	6.66e-06
Unknown genus (family Neisseriaceae)	0.0	0.0	3.02e-06	0.0	0.0	0.0	0.0	5.18e-06	7.659999999999999e-05	0.0	0.0	0.0	4.81e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022294082000000003	0.0	0.001060749	2.57e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.33e-06	0.0	3.74e-06	0.0	0.0	8.4e-05	0.0	0.0	0.0	1.83e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5e-05	0.0	0.0	0.0	0.0	2.07e-05	0.0	0.0	0.0	0.0	0.0	0.0
Neisseria	0.0	0.0	6.04e-06	0.0	3.6000000000000007e-06	0.0	1.42e-05	0.000119127	4.59e-05	2.22e-05	6.6e-06	5.63e-06	0.000409047	0.0	0.0	0.000506272	0.0	0.0	8.77e-05	0.0	0.217217727	0.0	0.034861764	0.0	0.0	9.19e-05	0.0	2.51e-05	3.75e-05	0.0	0.0	5.2e-05	0.0	0.00010625	0.0	2.24e-05	0.000169276	0.0	5.820000000000001e-05	0.0	0.0	2.75e-05	2.2e-05	0.0	0.0	0.0	1.27e-05	9.41e-05	5.2e-05	2.95e-06	0.0	0.000996243	0.0	0.000256208	0.0	0.0	3.67e-06	0.0	0.000124251	0.0	1.14e-05	0.0	0.0	0.0	0.0
Bilophila	0.000162452	0.0	0.0	0.0	0.0	0.0	0.0	5.18e-06	2.3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2700000000000015e-05	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000298653	0.0	0.0	0.0	0.0	8.35e-06	0.0	0.000169276	1.3e-05	6.46e-06	0.0008886260000000002	0.0	0.0	3.67e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.95e-06	0.0	0.0	0.0	0.0	0.00028944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter	0.0015703689999999998	0.000294377	3.02e-06	0.000245394	3.6e-05	0.0035300690000000007	0.000113305	0.003752496	0.031786264	0.005012085	3.3e-06	0.012516194	2.4100000000000006e-05	1.6800000000000002e-05	0.000496672	0.035495303	0.000153897	0.027772646	0.008243445	1.57e-05	0.003262201	2.87e-06	0.002023698	4.370000000000001e-05	0.004402426	0.0	1.83e-05	4.19e-05	0.000547374	0.004574105	0.0	0.0	0.000244256	0.006111211	0.002946258	0.017245886999999998	0.0	0.001554232	0.000252058	0.009997038	3.2500000000000004e-05	2.75e-05	0.001601941	0.0	0.004775267	0.001878149	3.82e-05	0.000329427	0.000285957	0.003715971	0.000452603	0.002960264	5.84e-05	0.001212303	0.0	7.81e-06	0.002426437	0.0	0.000201908	0.000714219	3.81e-05	5.28e-05	0.0	0.001002024	0.0
Other genus (family Enterobacteriaceae)	0.0	0.0	0.000368143	0.0	3.6000000000000007e-06	2.74e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81e-05	0.0	0.0	8.77e-05	0.0	0.0	0.000431563	0.0	2.57e-06	1.3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88e-06	0.0	0.0	0.0	0.0	0.000736387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000225665	0.0	0.0	0.0	0.0	0.0	0.0	3.11e-06	0.0	0.0	4.44e-06
Unknown genus (family Enterobacteriaceae)	0.010451075	0.001655873	0.937542435	0.001114497	0.0007639999999999999	0.000150507	0.001543778	6.73e-05	7.66e-06	0.000281744	0.0003333	0.0	2.4100000000000006e-05	0.0	0.00027317	0.000562525	0.001978674	0.00015395	0.002806279	0.000110107	3.56e-06	0.988452467	0.000203122	0.000298497	0.000116879	0.000413542	0.000109995	0.000343386	0.000382412	0.000597306	0.0	0.001266196	0.00046525	0.000326078	0.000125195	7.47e-06	0.001523487	0.585446915	0.0	0.0027399290000000003	0.0	0.000769083	7.329999999999999e-05	0.000110825	0.000226414	0.0	0.001871015	1.57e-05	8.540000000000003e-05	0.000686615	0.00080548	0.0	9.88e-05	0.000937348	0.435901335	1.56e-05	0.00011729	0.000244133	0.000134606	0.000118332	0.0	7.759999999999999e-05	2.37e-05	5.98e-05	4.44e-06
Proteus	0.0	0.0	3.02e-06	0.0	3.6000000000000007e-06	0.0	0.0	0.0	3.83e-05	0.000140872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56e-06	1.15e-05	0.0	2.57e-06	0.0	0.0	0.0	4.19e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.25e-06	4.91e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22e-06
Aggregatibacter	0.0	0.0	3.02e-06	1.02e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48e-05	5.6299999999999986e-05	0.0	0.0	0.0	0.0	0.01416707	0.0	0.002633064	0.0	3.9e-05	0.0	0.0	0.0	7.4999999999999985e-06	0.0	0.0	0.0	0.0	2.93e-05	0.0	3.74e-06	0.000592467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.18e-06	0.0	0.0	0.0	0.0	0.0	0.001035153
Haemophilus	0.000162452	0.0	6.04e-06	0.0	0.0	2.74e-06	1.42e-05	6.22e-05	1.53e-05	0.0	3.3e-06	0.0	0.0	0.0	2.48e-05	0.0	0.0	0.0	0.0	0.0	0.063908516	1.43e-06	0.027459093	0.0	0.000116879	5.51e-05	0.0	0.0	2.25e-05	0.0	0.0	3.47e-05	3.88e-05	0.003070261	0.0	1.12e-05	0.0	0.0	6.46e-06	0.0	0.00017083700000000002	0.0	1.1e-05	0.0	0.0	0.0	0.000140008	1.57e-05	1.11e-05	8.84e-06	3.07e-05	0.000939315	0.0	0.000456176	0.00013736100000000002	0.0	1.1e-05	0.0	7.77e-05	0.0	7.62e-06	0.0	2.37e-05	8.54e-06	0.013774643
Acinetobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22e-05	0.0	0.0	0.0	0.0	0.000173835	0.000365641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75e-05	0.0	0.0	0.0	0.0	0.0	2.5e-05	1.12e-05	0.0	0.0	0.0	0.000518365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.32e-06	0.0	0.00011956	0.0
Unknown genus (family Pseudomonadaceae)	0.0	0.0	0.0	7.159999999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25e-05	0.0	0.0	0.0	0.0	2.2e-05	0.0	0.00254319	0.0	0.0	0.0	0.0	0.0	1.3e-05	0.000119468	0.0	0.0	0.0	3.14e-06	0.0	1.73e-05	0.0	0.0	0.0	0.0	0.001015658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.16e-05	2.55e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.81e-06	0.0	0.0	0.0	5.18e-06	0.0	0.0	0.0	0.0	0.0	0.0
Pseudomonas	0.0	0.0	0.0	2.04e-05	0.0	0.0	0.000297425	0.0	0.0	0.0	6.6e-06	0.0	0.0	0.0	7.45e-05	0.0	2.2e-05	0.0	0.0	0.0	3.56e-06	0.0	0.0	0.0	0.0	4.59e-05	0.0	4.19e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000274851	0.000165464	0.0	0.0	0.0	0.0	0.0	0.0	8.75e-05	0.0	0.0	0.0	0.0	1.55e-05	0.0	0.0	0.0	0.0	0.0	0.0
Unknown genus (phylum SR1)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.77e-05	0.0	0.000377504	0.0	0.0092082	0.0	6.49e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.47e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3699999999999998e-05	0.0	0.0	0.0	0.0	2.95e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Treponema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18e-06	0.0	7.41e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008721758000000001	0.0	0.0	0.0	0.000181811	0.0	0.0	0.0	0.0	0.0	0.0	1.73e-05	0.0	7.33e-06	0.0	0.0	0.0	0.000133592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04e-05	0.0	0.0	0.0	0.0	0.0	0.0
Other genus (family Dethiosulfovibrionaceae)	0.0	0.0	0.0	0.0	0.0	0.0008510480000000001	0.0	0.000844247	0.00501566	0.000556075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013299579999999998	0.0	0.000522942	0.0	9.78e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000651797	0.0	0.0	9.41e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.760000000000001e-05	0.0	5.18e-06	0.00013523700000000002	0.0	0.0	0.0	0.0	0.0
Pyramidobacter	0.0	0.0	0.0	0.0	0.0	0.0013189870000000002	0.0	0.000520533	0.000719805	1.4800000000000002e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66e-06	0.0	0.000127	0.0	2.61e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.43e-06	5.3e-05	1.53e-05	0.0	0.0	0.0	0.0	0.0	6.96e-05	0.0	5.18e-06	0.0	0.0	0.0	2.37e-05	0.0	0.0
Unknown genus (class TM7-3)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3e-06	0.0	0.000324832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001317701	0.0	0.007342486	0.0	0.000129865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52e-06	0.0	0.0	0.0	0.0	1.1e-05	0.0	0.0	0.0	1.27e-05	0.0	3.71e-06	0.0	0.0	5.69e-05	0.0	0.00017497200000000002	0.0	0.0	0.0	0.0	5.18e-06	4.23e-06	0.0	0.0	0.0	0.0	0.0
Unknown genus (family Rs-045)	0.0	0.0	3.02e-06	0.000644159	0.0	0.0	8.499999999999999e-05	0.0	0.001194569	0.0	3.3e-06	5.63e-06	0.0	2.52e-05	0.0	0.0	0.0	0.000246321	0.0	0.0	7.829999999999999e-05	0.0	0.0	0.0	2.6e-05	9.19e-06	0.0	0.0	7.4999999999999985e-06	0.0	0.0	0.0	0.0	3.66e-06	0.0	3.74e-06	0.0	1.3e-05	0.0	0.0	0.0	0.0	0.000652507	0.0	0.0	0.0	0.0	0.0	0.00557431	5.89e-06	0.0	0.0	0.0	0.000168723	0.0	0.0	0.0	0.0	0.0	0.0	0.04082721	0.0	0.0	1.42e-05	2.22e-06
Mycoplasma	0.0	0.000183986	3.02e-06	0.0	0.0	0.0	0.0	0.0	0.000114862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001994359	0.0	4.51e-05	0.0	0.00025973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000108558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000107698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000232362	0.0	0.0	2.85e-06	2.22e-06
Ureaplasma	0.000162452	0.001214307	6.04e-06	1.02e-05	0.0	0.0	0.006075971	1.04e-05	0.001110337	0.0027655440000000004	3.3e-06	0.0	0.0	5.88e-05	0.000124168	0.0	0.0	0.0	8.77e-05	0.002084169	1.42e-05	4.3e-06	7.52e-06	0.001479621	0.0	9.19e-06	0.0	0.0	1.5e-05	0.0	0.0	0.0	5.4299999999999985e-05	0.086465573	0.0	1.12e-05	0.006601777	0.000931887	6.46e-06	0.0	8.14e-06	0.0	0.000784475	9.24e-06	0.00303943	0.0	0.007204042	0.0	7.43e-06	5.89e-06	3.07e-05	2.85e-05	0.0	0.0	0.0007162410000000001	0.001904881	1.1e-05	0.001285765	0.005674141	0.002011647	0.001557971	0.002689149	0.005006169	0.0	0.0
Akkermansia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010029963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14e-06	0.0	0.000104071	4.26e-05	0.0	0.0	0.0	0.0	1.63e-05	0.0	0.0005924169999999999	0.0	0.0	0.0	6.459999999999997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.540000000000003e-05	0.0	0.0	0.000103021	0.0	0.0	0.0	1.04e-05	0.0	0.0	0.0	2.37e-05	0.0	0.0
